Name,Speed,Modules,Price/GB,First Word Latency,CAS Latency,Rating,Rating Count,Price
 Corsair Dominator Platinum RGB 32 GB  ,DDR5-5200,2 x 16GB,$4.375,15.385 ns,40,4, 1,139.99
 TEAMGROUP T-Create Expert 64 GB  ,DDR5-6400,2 x 32GB,$3.047,10.625 ns,34,0, 0,194.99
 TEAMGROUP T-Force Delta RGB 48 GB  ,DDR5-7200,2 x 24GB,$4.375,9.444 ns,34,0, 0,209.99
 Corsair Vengeance 64 GB  ,DDR5-5600,2 x 32GB,$2.969,14.286 ns,40,0, 0,189.99
 Corsair Vengeance 32 GB  ,DDR5-5200,2 x 16GB,$3.437,15.385 ns,40,0, 0,109.99
 Corsair Vengeance 32 GB  ,DDR5-6200,2 x 16GB,$3.593,11.613 ns,36,0, 0,114.99
 Corsair Vengeance 64 GB  ,DDR5-6000,2 x 32GB,$3.515,13.333 ns,40,5, 3,224.99
 Kingston FURY Beast RGB 16 GB  ,DDR5-4800,2 x 8GB,$5.359,15.833 ns,38,5, 1,85.74
 Timetec PINNACLE Konduit 16 GB  ,DDR4-3600,1 x 16GB,$2.249,10 ns,18,0, 0,35.99
 Kingston FURY Beast 32 GB  ,DDR5-5200,2 x 16GB,$3.906,13.846 ns,36,5, 1,124.99
 Crucial CT2K4G4DFS8266 8 GB  ,DDR4-2666,2 x 4GB,$4.249,14.254 ns,19,0, 0,33.99
 OLOy Blade RGB 32 GB  ,DDR5-6000,2 x 16GB,$2.906,12 ns,36,0, 0,92.99
 G.Skill Aegis 32 GB  ,DDR4-2666,2 x 16GB,$1.968,14.254 ns,19,4, 1,62.99
 TEAMGROUP T-Create Classic 64 GB  ,DDR5-5600,2 x 32GB,$2.578,16.429 ns,46,0, 0,164.99
 Mushkin Enhanced Redline Stiletto 32 GB  ,DDR4-3600,2 x 16GB,$2.500,8.889 ns,16,5, 1,79.99
 ADATA XPG LANCER RGB 64 GB  ,DDR5-6400,2 x 32GB,$6.328,10 ns,32,0, 0,404.98
 G.Skill Ripjaws V 128 GB  ,DDR4-2666,4 x 32GB,$1.836,13.503 ns,18,5, 1,234.99
 Mushkin Enhanced Redline 64 GB  ,DDR5-5600,2 x 32GB,$2.625,12.857 ns,36,0, 0,167.99
 Kingston FURY Renegade 64 GB  ,DDR5-6000,2 x 32GB,$4.089,10.667 ns,32,5, 1,261.71
 Corsair Vengeance 32 GB  ,DDR5-6600,2 x 16GB,$3.437,11.515 ns,38,0, 0,109.99
 Corsair Vengeance 96 GB  ,DDR5-6000,4 x 24GB,$3.750,10 ns,30,0, 0,359.99
 Corsair Vengeance LPX 32 GB  ,DDR4-2400,2 x 16GB,$2.312,11.667 ns,14,5, 2,73.99
 Corsair Vengeance 64 GB  ,DDR5-6000,4 x 16GB,$3.672,12 ns,36,0, 0,234.99
 TEAMGROUP T-Force Xtreem ARGB 16 GB  ,DDR4-3600,2 x 8GB,$4.124,10 ns,18,5, 4,65.98
 Kingston FURY Beast RGB 8 GB  ,DDR5-5200,1 x 8GB,$5.843,15.385 ns,40,0, 0,46.74
 Patriot Viper Venom RGB 32 GB  ,DDR5-6000,2 x 16GB,$3.750,12 ns,36,0, 0,119.99
 Corsair Vengeance RGB 48 GB  ,DDR5-7600,2 x 24GB,$4.791,9.474 ns,36,0, 0,229.99
 G.Skill Trident Z5 RGB 32 GB  ,DDR5-6600,2 x 16GB,$4.000,10.303 ns,34,0, 0,127.99
 Corsair Vengeance RGB 32 GB  ,DDR5-5200,2 x 16GB,$3.437,15.385 ns,40,0, 0,109.99
 TEAMGROUP Elite 32 GB  ,DDR5-5200,2 x 16GB,$2.531,16.154 ns,42,0, 0,80.99
 G.Skill Flare X5 32 GB  ,DDR5-5200,2 x 16GB,$3.187,13.846 ns,36,0, 0,101.99
 TEAMGROUP T-Force Vulcan TUF Gaming Alliance 16 GB  ,DDR4-3200,2 x 8GB,$2.499,10 ns,16,5, 13,39.99
 Corsair Vengeance RGB Pro SL 16 GB  ,DDR4-3600,2 x 8GB,$3.874,10 ns,18,5, 11,61.99
 G.Skill Flare X 16 GB  ,DDR4-3200,2 x 8GB,$4.562,8.75 ns,14,5, 53,72.99
 Corsair Vengeance RGB Pro SL 32 GB  ,DDR4-3200,4 x 8GB,$3.593,10 ns,16,5, 2,114.99
 Corsair Dominator Platinum RGB 32 GB  ,DDR5-6400,2 x 16GB,$5.468,10 ns,32,0, 0,174.99
 TEAMGROUP T-Force Delta RGB 16 GB  ,DDR4-3200,2 x 8GB,$3.330,10 ns,16,5, 1,53.28
 Kingston FURY Renegade 16 GB  ,DDR4-3600,2 x 8GB,$4.436,8.889 ns,16,0, 0,70.98
 Corsair Vengeance RGB 32 GB  ,DDR5-5600,2 x 16GB,$4.062,12.857 ns,36,0, 0,129.99
 G.Skill Ripjaws S5 64 GB  ,DDR5-5600,2 x 32GB,$2.969,10 ns,28,0, 0,189.99
 Kingston FURY Beast RGB 32 GB  ,DDR5-6000,1 x 32GB,$4.015,12 ns,36,0, 0,128.47
 Kingston KSM48R40BD4TMM-64HMR 64 GB  ,DDR5-4800,1 x 64GB,$3.437,16.667 ns,40,0, 0,219.99
 ADATA XPG GAMMIX D10 16 GB  ,DDR4-3200,1 x 16GB,$1.922,10 ns,16,0, 0,30.75
 Corsair Vengeance LPX 8 GB  ,DDR4-3000,1 x 8GB,$3.124,10.667 ns,16,5, 7,24.99
 Corsair Dominator Titanium 64 GB  ,DDR5-6000,4 x 16GB,$5.156,12 ns,36,0, 0,329.99
 Corsair Vengeance LPX 16 GB  ,DDR4-2400,1 x 16GB,$2.819,11.667 ns,14,5, 2,45.11
 Corsair Dominator Platinum RGB 64 GB  ,DDR5-6000,2 x 32GB,$4.187,10 ns,30,0, 0,267.99
 Kingston Fury Beast RGB Special Edition 32 GB  ,DDR4-3600,2 x 16GB,$3.375,10 ns,18,5, 1,107.99
 Patriot Viper Venom 32 GB  ,DDR5-7400,2 x 16GB,$4.062,9.73 ns,36,0, 0,129.99
 Corsair Vengeance 32 GB  ,DDR5-6000,2 x 16GB,$4.062,12 ns,36,5, 6,129.99
 G.Skill Trident Z5 Neo RGB 32 GB  ,DDR5-6000,2 x 16GB,$3.687,12 ns,36,5, 7,117.99
 ADATA XPG LANCER 32 GB  ,DDR5-5200,2 x 16GB,$3.344,14.615 ns,38,0, 0,107.0
 PNY XLR8 Gaming EPIC-X RGB 32 GB  ,DDR4-3200,2 x 16GB,$2.249,10 ns,16,5, 1,71.98
 TEAMGROUP T-Force Delta RGB 64 GB  ,DDR4-3600,2 x 32GB,$2.109,10 ns,18,0, 0,134.99
 TEAMGROUP T-Force Vulcan 32 GB  ,DDR5-6000,2 x 16GB,$3.218,10 ns,30,0, 0,102.99
 G.Skill Trident Z5 Neo RGB 64 GB  ,DDR5-6000,2 x 32GB,$3.281,10.667 ns,32,5, 1,209.99
 G.Skill Trident Z Neo 32 GB  ,DDR4-3600,4 x 8GB,$3.750,10 ns,18,5, 4,119.99
 PNY XLR8 Gaming EPIC-X RGB 16 GB  ,DDR4-3600,2 x 8GB,$3.124,10 ns,18,4, 3,49.99
 G.Skill TridentZ RGB  256 GB  ,DDR4-3200,8 x 32GB,$4.082,8.75 ns,14,0, 0,1044.87
 G.Skill Trident Z5 Neo RGB 96 GB  ,DDR5-5600,2 x 48GB,$3.021,14.286 ns,40,0, 0,289.99
 Patriot Viper Steel RGB 32 GB  ,DDR4-3600,1 x 32GB,$2.249,11.111 ns,20,5, 1,71.98
 TEAMGROUP T-Force Delta RGB 32 GB  ,DDR5-7800,2 x 16GB,$5.625,9.744 ns,38,0, 0,179.99
 G.Skill Trident Z RGB 32 GB  ,DDR4-3200,2 x 16GB,$4.781,8.75 ns,14,5, 17,152.99
 Patriot Viper Steel 64 GB  ,DDR4-3600,2 x 32GB,$2.109,10 ns,18,5, 2,134.99
 Gigabyte AORUS RGB 16 GB  ,DDR4-3733,2 x 8GB,$3.874,9.644 ns,18,0, 0,61.99
 Corsair Vengeance RGB 32 GB  ,DDR5-6200,2 x 16GB,$3.906,11.613 ns,36,0, 0,124.99
 Corsair Vengeance RGB 32 GB  ,DDR5-6600,2 x 16GB,$3.750,11.515 ns,38,5, 1,119.99
 Kingston FURY Beast 32 GB  ,DDR5-6000,2 x 16GB,$4.014,13.333 ns,40,0, 0,128.44
 G.Skill Trident Z Neo 64 GB  ,DDR4-3600,2 x 32GB,$2.344,10 ns,18,5, 5,149.99
 Thermaltake TOUGHRAM XG RGB D5 32 GB  ,DDR5-6000,2 x 16GB,$7.812,12 ns,36,0, 0,249.99
 G.Skill TridentZ RGB  16 GB  ,DDR4-4000,2 x 8GB,$6.816,8.5 ns,17,0, 0,109.05
 Silicon Power XPOWER Zenith Gaming 64 GB  ,DDR5-6000,2 x 32GB,$2.969,10 ns,30,0, 0,189.99
 TEAMGROUP Elite 8 GB  ,DDR4-3200,1 x 8GB,$2.951,13.75 ns,22,0, 0,23.61
 Thermaltake TOUGHRAM XG RGB 64 GB  ,DDR4-4000,2 x 32GB,$8.672,9.5 ns,19,0, 0,554.98
 Corsair Vengeance RGB 64 GB  ,DDR5-6000,2 x 32GB,$3.406,13.333 ns,40,0, 0,217.99
 G.Skill F5-5600J2834F32GX2-TZ5RK 64 GB  ,DDR5-5600,2 x 32GB,$3.203,10 ns,28,0, 0,204.99
 Corsair Vengeance RGB 64 GB  ,DDR5-5200,2 x 32GB,$2.937,15.385 ns,40,0, 0,187.99
 Patriot Viper Elite II 32 GB  ,DDR4-4000,2 x 16GB,$2.437,10 ns,20,0, 0,77.98
 Kingston FURY Beast 16 GB  ,DDR5-5200,1 x 16GB,$4.073,13.846 ns,36,0, 0,65.17
 Crucial CT32G48C40U5 32 GB  ,DDR5-4800,1 x 32GB,$2.789,16.667 ns,40,3, 1,89.24
 Corsair Vengeance 32 GB  ,DDR5-7000,2 x 16GB,$4.468,11.429 ns,40,0, 0,142.99
 G.Skill Aegis 16 GB  ,DDR4-3200,1 x 16GB,$2.362,10 ns,16,4, 2,37.79
 Patriot Signature Line 8 GB  ,DDR5-4800,1 x 8GB,$3.873,16.667 ns,40,5, 1,30.98
 G.Skill Trident Z5 RGB 32 GB  ,DDR5-6000,2 x 16GB,$3.687,12 ns,36,0, 0,117.99
 Corsair Vengeance RGB Pro 32 GB  ,DDR4-3200,2 x 16GB,$7.812,10 ns,16,5, 42,250.0
 Kingston FURY Beast RGB 16 GB  ,DDR5-6000,1 x 16GB,$4.374,12 ns,36,0, 0,69.99
 G.Skill Ripjaws V 128 GB  ,DDR4-3600,4 x 32GB,$2.031,10 ns,18,0, 0,259.99
 TEAMGROUP T-Force Vulcan Z 64 GB  ,DDR4-3200,2 x 32GB,$1.953,10 ns,16,5, 9,124.99
 G.Skill Aegis 8 GB  ,DDR4-3200,1 x 8GB,$2.871,10 ns,16,3, 4,22.97
 TEAMGROUP T-Force Delta RGB 32 GB  ,DDR5-6600,2 x 16GB,$3.468,10.303 ns,34,5, 1,110.99
 G.Skill Trident Z5 Neo RGB 32 GB  ,DDR5-5600,2 x 16GB,$3.656,10 ns,28,0, 0,116.99
 G.Skill Trident Z 32 GB  ,DDR5-6000,2 x 16GB,$3.656,10 ns,30,0, 0,116.99
 G.Skill Aegis 16 GB  ,DDR4-2133,1 x 16GB,$2.062,14.065 ns,15,5, 4,32.99
 Corsair Dominator Platinum RGB 32 GB  ,DDR5-6000,2 x 16GB,$5.312,12 ns,36,0, 0,169.99
 Silicon Power XPOWER Zenith Gaming 32 GB  ,DDR5-6000,2 x 16GB,$3.156,10 ns,30,0, 0,100.99
 Corsair Vengeance 96 GB  ,DDR5-5600,4 x 24GB,$3.125,14.286 ns,40,0, 0,299.99
 OLOy ND4U1632161DJ0DA 32 GB  ,DDR4-3200,2 x 16GB,$1.781,10 ns,16,5, 3,56.99
 ADATA XPG LANCER RGB 16 GB  ,DDR5-5200,1 x 16GB,$3.977,14.615 ns,38,0, 0,63.63
 TEAMGROUP T-Force Delta RGB 48 GB  ,DDR5-7200,2 x 24GB,$4.375,9.444 ns,34,0, 0,209.99
 G.Skill Ripjaws S5 32 GB  ,DDR5-6000,2 x 16GB,$3.343,10.667 ns,32,5, 1,106.99
 G.Skill Ripjaws V 16 GB  ,DDR4-3200,2 x 8GB,$2.624,10 ns,16,5, 26,41.99
 TEAMGROUP T-Force Delta RGB 32 GB  ,DDR5-7800,2 x 16GB,$5.625,9.744 ns,38,0, 0,179.99
 Corsair Dominator Titanium 32 GB  ,DDR5-6600,2 x 16GB,$5.781,9.697 ns,32,0, 0,184.99
 TEAMGROUP Elite Plus 64 GB  ,DDR5-4800,2 x 32GB,$2.312,16.667 ns,40,0, 0,147.99
 Corsair Dominator Platinum RGB 32 GB  ,DDR5-6000,2 x 16GB,$5.000,12 ns,36,5, 4,159.99
 Kingston FURY 64 GB  ,DDR5-5200,4 x 16GB,$4.635,15.385 ns,40,0, 0,296.64
 Crucial Pro 48 GB  ,DDR5-5600,2 x 24GB,$3.333,16.429 ns,46,0, 0,159.99
 Corsair Vengeance LPX 64 GB  ,DDR4-4000,4 x 16GB,$3.203,9 ns,18,0, 0,204.99
 Kingston FURY 16 GB  ,DDR5-5200,1 x 16GB,$4.423,15.385 ns,40,0, 0,70.77
 G.Skill Ripjaws S5 48 GB  ,DDR5-6400,2 x 24GB,$3.125,11.25 ns,36,0, 0,149.99
 Corsair Vengeance RGB Pro SL 32 GB  ,DDR4-4000,2 x 16GB,$3.906,9 ns,18,5, 1,124.99
 Corsair Dominator Titanium 32 GB  ,DDR5-6400,2 x 16GB,$5.625,10 ns,32,0, 0,179.99
 G.Skill Trident Z5 RGB 32 GB  ,DDR5-7600,2 x 16GB,$5.156,9.474 ns,36,0, 0,164.99
 Corsair Vengeance RGB 64 GB  ,DDR5-6000,2 x 32GB,$3.594,10 ns,30,0, 0,229.99
 Corsair Vengeance LPX 32 GB  ,DDR4-3600,4 x 8GB,$2.968,8.889 ns,16,5, 1,94.99
 Silicon Power XPOWER Zenith RGB Gaming 64 GB  ,DDR5-6000,2 x 32GB,$3.203,10 ns,30,0, 0,204.99
 ADATA Premier 16 GB  ,DDR5-4800,1 x 16GB,$3.590,16.667 ns,40,5, 1,57.44
 Corsair Dominator Titanium 48 GB  ,DDR5-7000,2 x 24GB,$5.104,10.286 ns,36,5, 1,244.99
 Corsair Dominator Platinum RGB 32 GB  ,DDR4-3600,2 x 16GB,$3.750,10 ns,18,5, 3,119.99
 Corsair Vengeance RGB Pro 16 GB  ,DDR4-3000,2 x 8GB,$4.374,10.667 ns,16,5, 54,69.98
 Kingston KSM48E40BD8KM-32HM 32 GB  ,DDR5-4800,1 x 32GB,$3.906,16.667 ns,40,0, 0,124.99
 Kingston Server Premier 64 GB  ,DDR4-3200,1 x 64GB,$2.578,13.75 ns,22,0, 0,164.99
 Kingston KTH-PL426LQ/64G 64 GB  ,DDR4-2666,1 x 64GB,$9.875,14.254 ns,19,0, 0,632.0
 TEAMGROUP T-Force Vulcan Z 64 GB  ,DDR4-3600,2 x 32GB,$1.875,10 ns,18,0, 0,119.99
 G.Skill Ripjaws V 64 GB  ,DDR4-3200,2 x 32GB,$2.109,10 ns,16,5, 3,134.99
 Corsair Vengeance 64 GB  ,DDR5-6400,4 x 16GB,$4.531,10 ns,32,0, 0,289.99
 Corsair Vengeance LPX 8 GB  ,DDR4-3600,1 x 8GB,$3.109,10 ns,18,0, 0,24.87
 OLOy OWL RGB 16 GB  ,DDR4-3200,2 x 8GB,$2.499,10 ns,16,0, 0,39.99
 TEAMGROUP T-Force Delta RGB 32 GB  ,DDR4-4000,2 x 16GB,$2.656,9 ns,18,0, 0,84.99
 TEAMGROUP T-Create Expert 32 GB  ,DDR5-6000,2 x 16GB,$2.968,12.667 ns,38,0, 0,94.99
 G.Skill Trident Z RGB 16 GB  ,DDR4-4000,2 x 8GB,$4.061,9 ns,18,5, 1,64.98
 Klevv CRAS X RGB 32 GB  ,DDR4-3600,2 x 16GB,$2.249,10 ns,18,4, 1,71.98
 G.Skill Trident Z Neo 32 GB  ,DDR4-3600,2 x 16GB,$5.312,7.778 ns,14,5, 7,169.99
 Corsair Vengeance RGB Pro SL 16 GB  ,DDR4-3200,2 x 8GB,$3.437,10 ns,16,5, 12,54.99
 G.Skill Ripjaws S5 64 GB  ,DDR5-6000,2 x 32GB,$3.125,10.667 ns,32,0, 0,199.99
 G.Skill Trident Z5 RGB 32 GB  ,DDR5-5600,2 x 16GB,$3.687,10.714 ns,30,5, 1,117.99
 G.Skill Trident Z5 RGB 48 GB  ,DDR5-6800,2 x 24GB,$3.541,10 ns,34,0, 0,169.99
 Kingston Server Premier 16 GB  ,DDR4-3200,1 x 16GB,$2.672,13.75 ns,22,0, 0,42.75
 G.Skill Trident Z5 RGB 64 GB  ,DDR5-6000,2 x 32GB,$3.359,10 ns,30,4, 3,214.99
 G.Skill Trident Z5 RGB 32 GB  ,DDR5-8000,2 x 16GB,$7.500,9.5 ns,38,0, 0,239.99
 ADATA XPG GAMMIX D20 32 GB  ,DDR4-3200,2 x 16GB,$4.178,10 ns,16,5, 1,133.68
 Klevv BOLT V 32 GB  ,DDR5-6400,2 x 16GB,$3.281,10 ns,32,0, 0,104.99
 Timetec PINNACLE Konduit 32 GB  ,DDR4-3200,2 x 16GB,$2.093,10 ns,16,0, 0,66.99
 Corsair Vengeance LPX 256 GB  ,DDR4-3600,8 x 32GB,$2.695,10 ns,18,0, 0,689.99
 Corsair Vengeance 64 GB  ,DDR5-6000,2 x 32GB,$3.515,13.333 ns,40,0, 0,224.99
 G.Skill Ripjaws V 32 GB  ,DDR4-4600,2 x 16GB,$4.375,8.261 ns,19,0, 0,139.99
 Kingston HyperX Predator 16 GB  ,DDR4-3200,2 x 8GB,$7.929,10 ns,16,5, 12,126.86
 Corsair ValueSelect 16 GB  ,DDR4-2133,1 x 16GB,$2.499,14.065 ns,15,0, 0,39.99
 TEAMGROUP T-Force Delta TUF Gaming Alliance 16 GB  ,DDR4-3200,2 x 8GB,$3.124,10 ns,16,5, 3,49.99
 Lexar Ares RGB 32 GB  ,DDR5-7200,2 x 16GB,$4.062,9.444 ns,34,0, 0,129.99
 Corsair Vengeance RGB Pro 32 GB  ,DDR4-3600,4 x 8GB,$4.375,10 ns,18,5, 6,139.99
 TEAMGROUP T-Force Delta RGB 16 GB  ,DDR4-3200,2 x 8GB,$3.536,10 ns,16,5, 2,56.58
 Kingston FURY Beast RGB 8 GB  ,DDR4-3200,1 x 8GB,$4.479,10 ns,16,5, 2,35.83
 Patriot Viper Xtreme 5 32 GB  ,DDR5-7600,2 x 16GB,$4.375,9.474 ns,36,0, 0,139.99
 Corsair Dominator Platinum RGB 64 GB  ,DDR5-5200,2 x 32GB,$3.437,15.385 ns,40,5, 1,219.99
 Mushkin Redline 32 GB  ,DDR4-3600,2 x 16GB,$8.156,8.889 ns,16,0, 0,260.99
 G.Skill Trident Z Neo 32 GB  ,DDR4-3600,2 x 16GB,$2.656,10 ns,18,5, 28,84.99
 Mushkin Redline Lumina White 64 GB  ,DDR5-6400,2 x 32GB,$3.203,9.375 ns,30,0, 0,204.99
 Corsair Vengeance 48 GB  ,DDR5-5200,2 x 24GB,$3.125,14.615 ns,38,0, 0,149.99
 Silicon Power XPOWER Turbine RGB 32 GB  ,DDR4-3200,2 x 16GB,$2.031,10 ns,16,5, 3,64.99
 Patriot Signature Line 16 GB  ,DDR4-2666,1 x 16GB,$1.999,14.254 ns,19,0, 0,31.99
 ADATA XPG SPECTRIX D50 16 GB  ,DDR4-3600,2 x 8GB,$6.012,10 ns,18,5, 2,96.19
 Corsair Vengeance RGB 64 GB  ,DDR5-6000,2 x 32GB,$3.750,13.333 ns,40,4, 1,239.99
 G.Skill Trident Z5 RGB 48 GB  ,DDR5-7200,2 x 24GB,$4.271,10 ns,36,0, 0,204.99
 Klevv BOLT X 32 GB  ,DDR4-3600,2 x 16GB,$2.000,10 ns,18,5, 1,63.99
 Corsair Vengeance RGB 32 GB  ,DDR5-5600,2 x 16GB,$6.655,12.857 ns,36,5, 3,212.97
 Patriot Viper Elite 5 RGB 16 GB  ,DDR5-6000,1 x 16GB,$4.062,14 ns,42,0, 0,64.99
 G.Skill Ripjaws V 32 GB  ,DDR4-3600,2 x 16GB,$2.187,10 ns,18,0, 0,69.99
 G.Skill Trident Z5 RGB 32 GB  ,DDR5-6600,2 x 16GB,$4.000,10.303 ns,34,5, 1,127.99
 G.Skill Trident Z5 RGB 32 GB  ,DDR5-5200,2 x 16GB,$3.562,13.846 ns,36,0, 0,113.99
 Corsair Vengeance 32 GB  ,DDR5-6800,2 x 16GB,$4.375,11.765 ns,40,0, 0,139.99
 Corsair Vengeance RGB 96 GB  ,DDR5-6000,4 x 24GB,$3.281,13.333 ns,40,0, 0,314.99
 Crucial CT32G4DFD832A 32 GB  ,DDR4-3200,1 x 32GB,$1.875,13.75 ns,22,0, 0,59.99
 Corsair CMV8GX4M1A2133C15 8 GB  ,DDR4-2133,1 x 8GB,$3.748,14.065 ns,15,5, 9,29.98
 Mushkin Redline ST 64 GB  ,DDR5-6400,2 x 32GB,$2.969,9.375 ns,30,0, 0,189.99
 Corsair Vengeance 64 GB  ,DDR5-6000,2 x 32GB,$3.515,13.333 ns,40,5, 1,224.99
 G.Skill Flare X5 32 GB  ,DDR5-5600,2 x 16GB,$3.281,12.857 ns,36,5, 1,104.99
 Kingston FURY Beast 32 GB  ,DDR4-3200,2 x 16GB,$2.717,10 ns,16,4, 3,86.95
 Corsair Vengeance 32 GB  ,DDR5-5600,1 x 32GB,$3.281,14.286 ns,40,0, 0,104.99
 Timetec PINNACLE Konduit 16 GB  ,DDR4-3200,1 x 16GB,$2.187,10 ns,16,0, 0,34.99
 Kingston FURY Beast RGB 32 GB  ,DDR5-5200,2 x 16GB,$4.187,15.385 ns,40,5, 1,133.97
 Corsair Dominator Titanium 48 GB  ,DDR5-6000,2 x 24GB,$4.896,10 ns,30,0, 0,234.99
 G.Skill Trident Z Royal Elite 32 GB  ,DDR4-4800,2 x 16GB,$8.221,8.333 ns,20,0, 0,263.08
 Kingston FURY Beast RGB 16 GB  ,DDR4-3600,2 x 8GB,$4.169,9.444 ns,17,0, 0,66.7
 G.Skill Aegis 8 GB  ,DDR4-2133,1 x 8GB,$2.571,14.065 ns,15,5, 9,20.57
 G.Skill Trident Z Neo 128 GB  ,DDR4-3600,4 x 32GB,$6.242,8.889 ns,16,5, 1,799.0
 Corsair Vengeance 64 GB  ,DDR5-6200,4 x 16GB,$4.062,10.323 ns,32,0, 0,259.99
 Timetec PINNACLE Konduit RGB 32 GB  ,DDR4-3200,2 x 16GB,$2.156,10 ns,16,0, 0,68.99
 Corsair Vengeance 64 GB  ,DDR5-5600,4 x 16GB,$3.750,12.857 ns,36,0, 0,239.99
 Corsair Vengeance 64 GB  ,DDR5-5600,4 x 16GB,$3.750,12.857 ns,36,0, 0,239.99
 TEAMGROUP T-Force Delta RGB 64 GB  ,DDR4-3200,2 x 32GB,$2.265,10 ns,16,5, 2,144.99
 Corsair Vengeance RGB 32 GB  ,DDR5-7000,2 x 16GB,$4.062,10.286 ns,36,0, 0,129.99
 G.Skill Trident Z Neo 64 GB  ,DDR4-3600,2 x 32GB,$3.125,8.889 ns,16,5, 2,199.99
 G.Skill Ripjaws S5 32 GB  ,DDR5-6000,2 x 16GB,$3.250,10.667 ns,32,0, 0,103.99
 G.Skill Ripjaws S5 64 GB  ,DDR5-5200,2 x 32GB,$2.890,13.846 ns,36,5, 1,184.99
 G.Skill Ripjaws V 16 GB  ,DDR4-2400,2 x 8GB,$2.374,14.167 ns,17,5, 1,37.99
 Kingston FURY Beast 8 GB  ,DDR5-5600,1 x 8GB,$5.019,14.286 ns,40,0, 0,40.15
 TEAMGROUP T-Force Delta RGB 32 GB  ,DDR4-4000,2 x 16GB,$2.656,9 ns,18,5, 1,84.99
 G.Skill Ripjaws V 8 GB  ,DDR4-3200,2 x 4GB,$4.249,10 ns,16,5, 5,33.99
 Patriot Viper Elite II 8 GB  ,DDR4-2666,1 x 8GB,$2.498,12.003 ns,16,0, 0,19.98
 TEAMGROUP T-Force Delta RGB 32 GB  ,DDR5-7600,2 x 16GB,$5.000,9.474 ns,36,0, 0,159.99
 Corsair Vengeance RGB Pro 16 GB  ,DDR4-3600,1 x 16GB,$3.124,10 ns,18,5, 2,49.99
 Corsair Vengeance RGB Pro SL 256 GB  ,DDR4-3200,8 x 32GB,$5.504,10 ns,16,0, 0,1409.13
 G.Skill Ripjaws V 64 GB  ,DDR4-3600,4 x 16GB,$2.234,10 ns,18,4, 2,142.99
 G.Skill Ripjaws V 128 GB  ,DDR4-3200,4 x 32GB,$2.109,10 ns,16,5, 1,269.99
 Corsair Vengeance RGB 64 GB  ,DDR5-5200,2 x 32GB,$2.937,15.385 ns,40,0, 0,187.99
 Corsair Vengeance LPX 32 GB  ,DDR4-3000,1 x 32GB,$2.428,10.667 ns,16,5, 1,77.69
 Corsair Dominator Platinum RGB 128 GB  ,DDR4-3200,4 x 32GB,$5.355,10 ns,16,0, 0,685.48
 G.Skill Trident Z 32 GB  ,DDR5-6000,2 x 16GB,$3.593,10 ns,30,0, 0,114.99
 Kingston FURY Renegade 32 GB  ,DDR5-7200,2 x 16GB,$7.301,10.556 ns,38,5, 1,233.62
 G.Skill Trident Z 16 GB  ,DDR4-3200,2 x 8GB,$3.124,10 ns,16,5, 43,49.99
 Corsair Vengeance RGB 32 GB  ,DDR5-5600,2 x 16GB,$4.062,12.857 ns,36,4, 2,129.99
 Corsair Dominator Platinum RGB 64 GB  ,DDR5-6600,2 x 32GB,$4.609,9.697 ns,32,0, 0,294.99
 Kingston FURY Beast RGB 32 GB  ,DDR4-3600,2 x 16GB,$2.906,10 ns,18,0, 0,92.99
 Corsair Vengeance LPX 8 GB  ,DDR4-3200,1 x 8GB,$3.124,10 ns,16,4, 1,24.99
 Corsair Vengeance RGB Pro SL 32 GB  ,DDR4-3200,2 x 16GB,$2.562,10 ns,16,5, 3,81.99
 Crucial CT2K32G4DFD832A 64 GB  ,DDR4-3200,2 x 32GB,$1.984,13.75 ns,22,5, 1,126.99
 G.Skill Trident Z5 RGB 32 GB  ,DDR5-5600,2 x 16GB,$3.562,12.857 ns,36,4, 1,113.99
 Corsair Vengeance LPX 16 GB  ,DDR4-3200,2 x 8GB,$2.249,10 ns,16,5, 21,35.99
 Crucial Classic 8 GB  ,DDR5-5200,1 x 8GB,$3.374,16.154 ns,42,0, 0,26.99
 Corsair Dominator Platinum RGB 16 GB  ,DDR4-3600,2 x 8GB,$5.624,10 ns,18,5, 5,89.99
 TEAMGROUP Elite 64 GB  ,DDR4-3200,2 x 32GB,$1.734,13.75 ns,22,0, 0,110.99
 Corsair Vengeance RGB 96 GB  ,DDR5-6400,2 x 48GB,$3.750,10 ns,32,0, 0,359.99
 Patriot Viper Xtreme 5 RGB 48 GB  ,DDR5-8000,2 x 24GB,$5.416,9.5 ns,38,0, 0,259.99
 Crucial CT4G4DFS824A 4 GB  ,DDR4-2400,1 x 4GB,$3.578,14.167 ns,17,5, 1,14.31
 Kingston FURY Beast RGB 64 GB  ,DDR5-5600,2 x 32GB,$3.385,14.286 ns,40,5, 1,216.64
 Patriot Viper 4 Blackout 8 GB  ,DDR4-3200,2 x 4GB,$3.499,11.875 ns,19,0, 0,27.99
 G.Skill Ripjaws V 32 GB  ,DDR4-3600,2 x 16GB,$2.187,10.556 ns,19,5, 14,69.98
 Corsair Dominator Titanium First Edition 32 GB  ,DDR5-7200,2 x 16GB,$7.343,9.444 ns,34,0, 0,234.99
 Corsair CMV4GX4M1A2133C15 4 GB  ,DDR4-2133,1 x 4GB,$4.410,14.065 ns,15,4, 1,17.64
